-4.253479286718010144e+02,-3.405666353375569997e+03,-3.557287072703637932e+03,-3.560931573475226287e+03,-3.560987327259839276e+03,-3.560993044812128119e+03,-3.560994302033105669e+03,-3.560994629937412810e+03,-3.560994717308309646e+03,-3.560994740642392117e+03,-3.560994746875604505e+03
-4.310747297396233080e+02,-3.348878768230465994e+03,-3.520225046058298176e+03,-3.524501030564552821e+03,-3.524826770345523983e+03,-3.524851625634635184e+03,-3.524853341616459602e+03,-3.524853468389190766e+03,-3.524853478698036270e+03,-3.524853479597177284e+03,-3.524853479680882174e+03
-4.438999174706544295e+02,-3.431427147088721995e+03,-3.595446488098739792e+03,-3.595655565916689284e+03,-3.595662592674066673e+03,-3.595663231278866078e+03,-3.595663301743990814e+03,-3.595663309998168188e+03,-3.595663310981312407e+03,-3.595663311098928716e+03,-3.595663311113013606e+03
-4.349992068543045889e+02,-3.537052499738341339e+03,-3.723411264233790462e+03,-3.723798649284909970e+03,-3.723798982256276304e+03,-3.723798981690404617e+03,-3.723798981726296461e+03,-3.723798981727853970e+03,-3.723798981727907176e+03,-3.723798981727906721e+03,-3.723798981727906721e+03
-4.330904195939284023e+02,-3.424198558249095186e+03,-3.605580148238028869e+03,-3.606360341428969605e+03,-3.606356580601264341e+03,-3.606356378781948933e+03,-3.606356364592835689e+03,-3.606356364086984740e+03,-3.606356364069818483e+03,-3.606356364068717539e+03,-3.606356364068652056e+03
-4.053595459116379516e+02,-3.355733369851840052e+03,-3.518682240555770477e+03,-3.525843527236341743e+03,-3.527026672920042074e+03,-3.527205790326044735e+03,-3.527229001334203531e+03,-3.527231944405446029e+03,-3.527232316801515026e+03,-3.527232363923490539e+03,-3.527232369887333789e+03
-4.021930952784312012e+02,-3.559741329008836146e+03,-3.760980991565266322e+03,-3.761406247463923592e+03,-3.761398190307389086e+03,-3.761393944793187529e+03,-3.761392718857259752e+03,-3.761392379267660544e+03,-3.761392285577649545e+03,-3.761392259737550830e+03,-3.761392252610741707e+03
-4.387261278566866736e+02,-3.419931756633085570e+03,-3.571757238118188070e+03,-3.573782349578019421e+03,-3.573885387144165179e+03,-3.573890540707166110e+03,-3.573890814219937056e+03,-3.573890830819573239e+03,-3.573890832437493827e+03,-3.573890832729646718e+03,-3.573890832802806017e+03
-4.483471600403647699e+02,-3.578368194667759326e+03,-3.763313084809539305e+03,-3.766139669561637675e+03,-3.766199662250340680e+03,-3.766201434774685367e+03,-3.766201490985357850e+03,-3.766201492789250551e+03,-3.766201492847665577e+03,-3.766201492849571423e+03,-3.766201492849637361e+03
-4.162751327216044501e+02,-3.442487869338439396e+03,-3.604897826028314739e+03,-3.606871375866965082e+03,-3.606970238929196057e+03,-3.606982312816705416e+03,-3.606984869757090564e+03,-3.606985509992341122e+03,-3.606985676443857301e+03,-3.606985720277417840e+03,-3.606985731893962111e+03
-4.057896490084600600e+02,-3.461043560894888287e+03,-3.644401751060207062e+03,-3.644909677831157751e+03,-3.644971592823895207e+03,-3.644990162730609427e+03,-3.644995410721309781e+03,-3.644996871273001489e+03,-3.644997276947372484e+03,-3.644997389655021834e+03,-3.644997420979985236e+03
-3.743764763068496677e+02,-3.493686434911362539e+03,-3.671049549916710475e+03,-3.673238632430248799e+03,-3.673310225406872632e+03,-3.673317385685961199e+03,-3.673318341738031904e+03,-3.673318484270888803e+03,-3.673318506482195971e+03,-3.673318510031358528e+03,-3.673318510607108692e+03
-3.972576283521113965e+02,-3.338785258435414562e+03,-3.526891563130960094e+03,-3.534439507947304719e+03,-3.534658987121546033e+03,-3.534662922684236946e+03,-3.534661736254430707e+03,-3.534661307574832335e+03,-3.534661183239927141e+03,-3.534661148456228602e+03,-3.534661138813868092e+03
-4.387135147531670896e+02,-3.352140041607834974e+03,-3.520977844496600028e+03,-3.526788257607320247e+03,-3.527574175530786761e+03,-3.527667303786020966e+03,-3.527677800996384121e+03,-3.527678986915492715e+03,-3.527679122330978771e+03,-3.527679137993742188e+03,-3.527679139832082456e+03
-4.359977466932167545e+02,-3.568337445330262653e+03,-3.763446474900325029e+03,-3.764865191821725602e+03,-3.764884348788039915e+03,-3.764884914593386384e+03,-3.764884931666363627e+03,-3.764884932184408626e+03,-3.764884932200168350e+03,-3.764884932200645835e+03,-3.764884932200661751e+03
-4.485590664934011897e+02,-3.404667355323930224e+03,-3.606138171422096548e+03,-3.606958810024872946e+03,-3.606991317191831058e+03,-3.606997275376400921e+03,-3.606998674230883807e+03,-3.606999028451405138e+03,-3.606999120787280845e+03,-3.606999145164184938e+03,-3.606999151636805891e+03
-4.244649998281353191e+02,-3.344596698159412881e+03,-3.538503339176419558e+03,-3.539958528244225818e+03,-3.540012715339338683e+03,-3.540015125846151022e+03,-3.540015959500635745e+03,-3.540016290590293465e+03,-3.540016400649642037e+03,-3.540016434322367786e+03,-3.540016444251676148e+03
-4.040584294969266921e+02,-3.391221060406156539e+03,-3.591952792541193048e+03,-3.594308973158630124e+03,-3.594363454610192548e+03,-3.594365075687700482e+03,-3.594365127281108926e+03,-3.594365129034333677e+03,-3.594365129094474014e+03,-3.594365129096529472e+03,-3.594365129096595410e+03
-4.420566231317811798e+02,-3.407988486621501579e+03,-3.594017087516282572e+03,-3.604653334703492419e+03,-3.607039056480478848e+03,-3.607372248212116119e+03,-3.607411085153153181e+03,-3.607415585411453321e+03,-3.607416117611430764e+03,-3.607416182379186012e+03,-3.607416190540096977e+03
-4.039053310080786332e+02,-3.457207817183303177e+03,-3.648530432527716584e+03,-3.651130838492742896e+03,-3.651351566427174021e+03,-3.651380196066307690e+03,-3.651384707163605526e+03,-3.651385640743344993e+03,-3.651385882574123116e+03,-3.651385953260091810e+03,-3.651385974983668802e+03
